SAP Linkage No,yhq Sales Order No,yhq Sales Order Item No,Item Entry Date,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
2.00877E+15,2008766849,380,16-02-2023,Y101,EJXC40A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJXC40A-D55RWSWSA-NN/EC1/T51/JH01/Z,YMG,5826,2008766995,360,,13-07-2023,,,
2.00877E+15,2008766849,390,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-PBSPN-012EN/KS24,YMG,5826,2008766995,370,,13-07-2023,,,
2.00877E+15,2008766849,400,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-SBSPN-017NN/KS24,YMG,5826,2008766995,380,,13-07-2023,,,
2.00877E+15,2008766849,410,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-PA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,390,,13-07-2023,,,
2.00877E+15,2008766849,420,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-SA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,400,,13-07-2023,,,
2.00877E+15,2008766849,430,16-02-2023,Y101,EJXC40A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJXC40A-D55RWSWSA-NN/EC1/T51/JH01/Z,YMG,5826,2008766995,410,,13-07-2023,,,
2.00877E+15,2008766849,440,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-PBSPN-012EN/KS24,YMG,5826,2008766995,420,,13-07-2023,,,
2.00877E+15,2008766849,450,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-SBSPN-017NN/KS24,YMG,5826,2008766995,430,,13-07-2023,,,
2.00877E+15,2008766849,460,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-PA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,440,,13-07-2023,,,
2.00877E+15,2008766849,470,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-SA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,450,,13-07-2023,,,
2.00877E+15,2008766849,480,16-02-2023,Y101,EJXC40A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJXC40A-D55RWSWSA-NN/EC1/T51/JH01/Z,YMG,5826,2008766995,460,,13-07-2023,,,
2.00877E+15,2008766849,490,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-PBSPN-012EN/KS24,YMG,5826,2008766995,470,,13-07-2023,,,
2.00877E+15,2008766849,500,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-SBSPN-017NN/KS24,YMG,5826,2008766995,480,,13-07-2023,,,
2.00877E+15,2008766849,510,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-PA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,490,,13-07-2023,,,
2.00877E+15,2008766849,520,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-SA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,500,,13-07-2023,,,
2.00877E+15,2008766849,530,16-02-2023,Y101,EJXC40A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJXC40A-D55RWSWSA-NN/EC1/T51/JH01/Z,YMG,5826,2008766995,510,,13-07-2023,,,
2.00877E+15,2008766849,540,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-PBSPN-012EN/KS24,YMG,5826,2008766995,520,,13-07-2023,,,
2.00877E+15,2008766849,550,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-SBSPN-017NN/KS24,YMG,5826,2008766995,530,,13-07-2023,,,
2.00877E+15,2008766849,560,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-PA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,540,,13-07-2023,,,
2.00877E+15,2008766849,570,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-SA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,550,,13-07-2023,,,
2.00877E+15,2008766849,580,16-02-2023,Y101,EJXC40A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJXC40A-D55RWSWSA-NN/EC1/T51/JH01/Z,YMG,5826,2008766995,560,,13-07-2023,,,
2.00877E+15,2008766849,590,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-PBSPN-012EN/KS24,YMG,5826,2008766995,570,,13-07-2023,,,
2.00877E+15,2008766849,600,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-SBSPN-017NN/KS24,YMG,5826,2008766995,580,,13-07-2023,,,
2.00877E+15,2008766849,610,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-PA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,590,,13-07-2023,,,
2.00877E+15,2008766849,620,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-SA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,600,,13-07-2023,,,
2.00877E+15,2008766849,630,16-02-2023,Y101,EJXC40A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJXC40A-D55RWSWSA-NN/EC1/T51/JH01/Z,YMG,5826,2008766995,610,,13-07-2023,,,
2.00877E+15,2008766849,640,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-PBSPN-012EN/KS24,YMG,5826,2008766995,620,,13-07-2023,,,
2.00877E+15,2008766849,650,16-02-2023,Y101,EJX530A,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,EJX530A-SBSPN-017NN/KS24,YMG,5826,2008766995,630,,13-07-2023,,,
2.00877E+15,2008766849,660,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-PA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,640,,13-07-2023,,,
2.00877E+15,2008766849,670,16-02-2023,Y101,C20FW,1,,L2Q00,4510727729,PDG2200514,C2Q00000,IN,24-07-2023,,,1022,C20FW-SA-SN2NS-3F1SS9NNB-3A2SC-00N/MCW,YMG,5826,2008766995,650,,13-07-2023,,,
2.00877E+15,2008766849,680,24-02-2023,Y101,EJX440A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,09-06-2023,,,1022,EJX440A-JCS5G-912EB/KS21/MG1/T09/A1,YMG,5826,2008766995,660,,01-06-2023,,,
2.00877E+15,2008766849,690,24-02-2023,Y101,EJX440A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,09-06-2023,,,1022,EJX440A-JCS5G-912EB/KS21/MG1/T09/A1,YMG,5826,2008766995,670,,01-06-2023,,,
2.00877E+15,2008766849,700,24-02-2023,Y101,YTA610,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,15-06-2023,,,1009,YTA610-JA2A2DB/C1/KU2,YCS,5F12,2008766996,30,,07-06-2023,,,
2.00877E+15,2008766849,710,24-02-2023,Y101,YTA610,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,15-06-2023,,,1009,YTA610-JA2A2DB/C1/KU2,YCS,5F12,2008766996,40,,07-06-2023,,,
2.00877E+15,2008766849,720,24-02-2023,Y101,YTA610,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,15-06-2023,,,1009,YTA610-JA2A2DB/C1/KU2,YCS,5F12,2008766996,50,,07-06-2023,,,
2.00877E+15,2008766849,750,24-02-2023,Y101,YTA610,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,15-06-2023,,,1009,YTA610-JA2A2DB/C1/KU2,YCS,5F12,2008766996,70,,07-06-2023,,,
2.00877E+15,2008766849,730,24-02-2023,Y101,YTA610,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,27-07-2023,,,1009,YTA610-JA2A2DB/C1/KU2,YCS,5F12,2008766996,60,,19-07-2023,,,
2.00877E+15,2008766849,880,11-04-2023,Y101,EJX440A,5,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,21-07-2023,,,1022,EJX440A-JDS5G-912EB/KS21/MG1/T08/A1,YMG,5826,2008766995,810,,12-07-2023,,,
2.00877E+15,2008766849,770,11-04-2023,Y101,EJX440A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,06-07-2023,,,1022,EJX440A-JCS5G-912EB/KS21/MG1/T09,YMG,5826,2008766995,700,,28-06-2023,,,
2.00877E+15,2008766849,780,11-04-2023,Y101,EJX440A,4,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,21-07-2023,,,1022,EJX440A-JCS5G-912EB/KS21/MG1/T09/A1,YMG,5826,2008766995,710,,12-07-2023,,,
2.00877E+15,2008766849,790,11-04-2023,Y101,EJA118E,2,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,19-09-2023,,,1022,EJA118E-JHSCG-912EB-WA23C1SW00-AA26/KS21/M2W/T56/Z,YMG,5826,2008766995,720,,08-09-2023,,,
2.00877E+15,2008766849,800,11-04-2023,Y101,EJA118E,3,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,19-09-2023,,,1022,EJA118E-JMSCG-912EB-WA23C1SW00-AA26/KS21/M2W/T56/Z,YMG,5826,2008766995,730,,08-09-2023,,,
2.00877E+15,2008766849,810,11-04-2023,Y101,EJA118E,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,19-09-2023,,,1022,EJA118E-JHSCG-912EB-WA23C1SW00-AA26/KS21/M2W/T56/Z,YMG,5826,2008766995,740,,08-09-2023,,,
2.00877E+15,2008766849,820,11-04-2023,Y101,EJA438E,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,11-09-2023,,,1022,EJA438E-JASCG-912EB-WA28CZSWZ0-AA26/KS21/M2W/T53/Z,YMG,5826,2008766995,750,,01-09-2023,,,
2.00877E+15,2008766849,830,11-04-2023,Y101,EJA438E,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,11-09-2023,,,1022,EJA438E-JASCG-912EB-WA28CZSWZ0-AA26/KS21/M2W/T53/A1/Z,YMG,5826,2008766995,760,,01-09-2023,,,
2.00877E+15,2008766849,840,11-04-2023,Y101,EJA438E,2,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,11-09-2023,,,1022,EJA438E-JASCG-912EB-WA28CZSWZ0-AA23/KS21/M2W/T53/Z,YMG,5826,2008766995,770,,01-09-2023,,,
2.00877E+15,2008766849,850,11-04-2023,Y101,EJA438E,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,11-09-2023,,,1022,EJA438E-JASCG-912EB-WA28CZSWZ0-BA23/KS21/M2W/T53/Z,YMG,5826,2008766995,780,,01-09-2023,,,
2.00877E+15,2008766849,860,11-04-2023,Y101,EJA438E,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,11-09-2023,,,1022,EJA438E-JASCG-912EB-WA28CZSWZ0-BA26/KS21/M2W/T53/Z,YMG,5826,2008766995,790,,01-09-2023,,,
2.00877E+15,2008766849,870,11-04-2023,Y101,EJX440A,1,A,L2Q00,4510727729,PDG2200514,C2Q00000,IN,21-07-2023,,,1022,EJX440A-JCS5G-912EB/KS21/MG1/T09/A1,YMG,5826,2008766995,800,,12-07-2023,,,
2.00877E+15,2008959229,10,05-04-2023,Y101,EJX530A,2,A,L2Q00,4510959652,FMA2300001,C2Q00000,IN,26-06-2023,,,1022,EJX530A-JDS7N-019EL/KU22,YMG,5826,2008959517,10,,16-06-2023,,,
2.00877E+15,2008774112,10,09-01-2023,Y101,YTA610,9,A,L2Q00,4510737437,FLA2300001,C2Q00000,IN,15-05-2023,,,1009,YTA610-JA1A2DB,YCS,5F12,2008774222,10,,28-04-2023,,,
2.00877E+15,2008818854,10,31-01-2023,Y101,FLXA21,2,A,L2Q00,4510793173,FML2200803,C2Q00000,IN,15-08-2023,,,1009,FLXA21-D-P-D-CB-P1-NN-A-N-LA-N-NN/UM,YAS,3U12,2008818979,10,,04-08-2023,,,
2.00877E+15,2008779148,10,11-01-2023,Y101,AXG050,1,A,L2Q00,4510744256,FVA2300002,C2Q00000,IN,08-06-2023,,,1009,AXG050-GG000CA1AL212B-NNNNN/GRL,YCS,5F12,2008779197,10,,31-05-2023,,,
2.00877E+15,2008779148,20,11-01-2023,Y101,AXG4A,1,A,L2Q00,4510744256,FVA2300002,C2Q00000,IN,08-06-2023,,,1009,AXG4A-G000121JA11,YCS,5F12,2008779197,20,,31-05-2023,,,
2.00877E+15,2008779148,30,11-01-2023,Y101,AX01C,1,,L2Q00,4510744256,FVA2300002,C2Q00000,IN,08-06-2023,,,1009,AX01C-A010,YCS,5F12,2008779197,30,,31-05-2023,,,
2.00877E+15,2008779148,40,11-01-2023,Y101,AXG025,1,A,L2Q00,4510744256,FVA2300002,C2Q00000,IN,01-06-2023,,,1009,AXG025-GA000BA1AH212B-1JA11/GRL,YCS,5F12,2008779197,40,,24-05-2023,,,
2.00877E+15,2008908577,10,15-03-2023,Y101,EJA210E,5,A,L2Q00,4510904485,FPA2300004,C2Q00000,IN,12-06-2023,,,1022,EJA210E-JHS5J-912EN-WA12A1WW00-B/KU22,YMG,5826,2008908692,10,,02-06-2023,,,
2.00877E+15,2008911988,30,16-03-2023,Y101,EJA510E,3,A,L2Q00,4510908189,FPA2300005,C2Q00000,IN,15-06-2023,,,1022,EJA510E-JAS4N-012EL/KU22,YMG,5826,2008912062,30,,07-06-2023,,,
2.00877E+15,2008911988,10,16-03-2023,Y101,EJA118E,2,A,L2Q00,4510908189,FPA2300005,C2Q00000,IN,13-06-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A1SW00-BA23/KU22,YMG,5826,2008912062,10,,05-06-2023,,,
2.00877E+15,2008911988,20,16-03-2023,Y101,EJA118E,3,A,L2Q00,4510908189,FPA2300005,C2Q00000,IN,13-06-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A1SW00-BA27/KU22,YMG,5826,2008912062,20,,05-06-2023,,,
2.00877E+15,2008774113,10,09-01-2023,Y101,AXW100,1,A,L2Q00,4510737438,FDA2300001,C2Q00000,IN,21-06-2023,,,1009,AXW100-GA000CA1FH112B-1JA11,YCS,5F12,2008774224,10,12-04-2023,13-06-2023,,,
2.00877E+15,2008815578,10,30-01-2023,Y101,AXG150,1,A,L2Q00,4510789254,FKA2300001,C2Q00000,IN,16-07-2023,,,1009,AXG150-GG000CA1AH212B-NNNNN/GDN/PM/T01,YCS,5F12,2008815670,10,,06-07-2023,,,
2.00877E+15,2008815578,20,30-01-2023,Y101,AXG4A,1,A,L2Q00,4510789254,FKA2300001,C2Q00000,IN,05-06-2023,,,1009,AXG4A-G000121F011,YCS,5F12,2008815670,20,,26-05-2023,,,
2.00877E+15,2008774114,10,09-01-2023,Y101,EJA118E,2,A,L2Q00,4510737439,FBA2300001,C2Q00000,IN,24-04-2023,14-04-2023,,1022,EJA118E-JMSCG-912EJ-WA13C2HW00-AA23/KU22,YMG,5826,2008774221,10,04-04-2023,14-04-2023,11-04-2023,11-04-2023,Ship Out
2.00877E+15,2008815577,10,30-01-2023,Y101,EJA510E,1,A,L2Q00,4510789255,FMA2300003,C2Q00000,IN,11-04-2023,05-04-2023,,1022,EJA510E-JBS4N-012EL/KU22,YMG,5826,2008815665,10,22-03-2023,17-04-2023,29-03-2023,30-03-2023,Ship Out
2.00877E+15,2008819417,10,31-01-2023,Y101,EJA210E,2,A,L2Q00,4510793531,FDA2300002,C2Q00000,IN,05-04-2023,29-03-2023,,1022,EJA210E-JMS5J-912EN-WA13A1SW00-B,YMG,5826,2008819506,10,16-03-2023,14-04-2023,23-03-2023,24-03-2023,Ship Out
2.00877E+15,2008815579,10,30-01-2023,Y101,UT32A,1,A,L2Q00,4510789256,FMA2300004,C2Q00000,IN,03-10-2023,,,1009,UT32A-000-11-00/LP/CT,YMFK,5412,2008815661,10,,25-09-2023,,,
2.00877E+15,2008832938,10,07-02-2023,Y101,YTA610,1,A,L2Q00,4510810545,FPA2300002,C2Q00000,IN,29-05-2023,,,1009,YTA610-JA1A2DB,YCS,5F12,2008833013,10,,19-05-2023,,,
2.00877E+15,2008774115,10,09-01-2023,Y101,EJA510E,1,A,L2Q00,4510737460,FBA2300003,C2Q00000,IN,28-03-2023,22-03-2023,,1022,EJA510E-JBS7N-012EL/KU22,YMG,5826,2008774220,10,07-03-2023,24-03-2023,14-03-2023,15-03-2023,Ship Out
2.00877E+15,2008779149,10,11-01-2023,Y101,YTA610,1,A,L2Q00,4510744257,FCA2300001,C2Q00000,IN,26-06-2023,,,1009,YTA610-JA2A2DB/N4/KU2,YCS,5F12,2008779194,10,,17-06-2023,,,
2.00877E+15,2008779149,20,11-01-2023,Y101,YTA610,1,A,L2Q00,4510744257,FCA2300001,C2Q00000,IN,26-06-2023,,,1009,YTA610-JA2A2DB/N4/KU2,YCS,5F12,2008779194,20,,17-06-2023,,,
2.00877E+15,2008774117,10,09-01-2023,Y101,SDBS,2,A,L2Q00,4510737462,FDA2300003,C2Q00000,IN,05-02-2023,07-02-2023,,1009,SDBS-140*S/TB,YMFK,5412,2008774106,10,10-01-2023,26-01-2023,25-01-2023,07-02-2023,Ship Out
2.00877E+15,2008774116,10,09-01-2023,Y101,DX1006,1,A,L2Q00,4510737461,FBA2300004,C2Q00000,IN,28-02-2023,13-02-2023,,1009,DX1006-3-4-2/P1/R1/CC1/AS1,YCS,5F12,2008774225,10,29-01-2023,20-02-2023,31-01-2023,13-02-2023,Ship Out
2.00877E+15,2008782154,10,12-01-2023,Y101,UP35A,1,A,L2Q00,4510748167,FBA2300005,C2Q00000,IN,18-09-2023,,,1009,UP35A-001-11-00,YMFK,5412,2008782285,10,,08-09-2023,,,
2.00877E+15,2008911989,30,16-03-2023,Y101,EJA510E,3,A,L2Q00,4510908300,FPA2300006,C2Q00000,IN,15-06-2023,,,1022,EJA510E-JAS4N-012EL/KU22,YMG,5826,2008912064,30,,07-06-2023,,,
2.00877E+15,2008911989,10,16-03-2023,Y101,EJA118E,2,A,L2Q00,4510908300,FPA2300006,C2Q00000,IN,13-06-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A1SW00-BA23/KU22,YMG,5826,2008912064,10,,05-06-2023,,,
2.00877E+15,2008911989,20,16-03-2023,Y101,EJA118E,3,A,L2Q00,4510908300,FPA2300006,C2Q00000,IN,13-06-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A1SW00-BA27/KU22,YMG,5826,2008912064,20,,05-06-2023,,,
2.00877E+15,2008908666,10,15-03-2023,Y101,EJA118E,1,A,L2Q00,4510904486,FPA2300013,C2Q00000,IN,12-06-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A1SW00-BA25/KU22,YMG,5826,2008908693,10,,02-06-2023,,,
2.00877E+15,2008790602,10,17-01-2023,Y101,FLXA402,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,05-08-2023,,,1009,FLXA402-A-B-AB-P1-NN-A2-NR-N-N-N-NN/UM,YAS,3U12,2008790543,10,,26-07-2023,,,
2.00877E+15,2008790602,20,17-01-2023,Y101,AXG050,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,07-06-2023,,,1009,AXG050-GG000BA1AH212B-NNNNN/GRH,YCS,5F12,2008790657,10,,30-05-2023,,,
2.00877E+15,2008790602,30,17-01-2023,Y101,AXG4A,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,07-06-2023,,,1009,AXG4A-G000121JA11/SB,YCS,5F12,2008790657,20,,30-05-2023,,,
2.00877E+15,2008790602,50,17-01-2023,Y101,AX01C,1,,L2Q00,4510758909,FVA2300001,C2Q00000,IN,10-03-2023,06-03-2023,,1009,AX01C-A015/C1,YCS,5F12,2008790657,30,17-02-2023,28-02-2023,22-02-2023,06-03-2023,Ship Out
2.00877E+15,2008790602,40,17-01-2023,Y101,EJA210E,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,11-04-2023,05-04-2023,,1022,EJA210E-JMS4G-912EN-WA13C1SW00-B,YMG,5826,2008790637,10,17-03-2023,21-04-2023,24-03-2023,30-03-2023,Ship Out
2.00877E+15,2008790602,60,17-01-2023,Y101,EJA210E,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,11-04-2023,05-04-2023,,1022,EJA210E-JMS4G-912EN-WA13C2HW00-B,YMG,5826,2008790637,20,17-03-2023,21-04-2023,24-03-2023,30-03-2023,Ship Out
2.00877E+15,2008790602,70,17-01-2023,Y101,EJA210E,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,11-04-2023,05-04-2023,,1022,EJA210E-JMS4G-912EN-WA13C2HW00-B,YMG,5826,2008790637,30,20-03-2023,21-04-2023,27-03-2023,30-03-2023,Ship Out
2.00877E+15,2008790602,80,17-01-2023,Y101,EJA210E,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,11-04-2023,05-04-2023,,1022,EJA210E-JMS4G-912EN-WA13C2HW00-B,YMG,5826,2008790637,40,20-03-2023,21-04-2023,27-03-2023,30-03-2023,Ship Out
2.00877E+15,2008790602,90,17-01-2023,Y101,EJA210E,1,A,L2Q00,4510758909,FVA2300001,C2Q00000,IN,11-04-2023,05-04-2023,,1022,EJA210E-JMS4G-912EN-WA13C2HW00-B,YMG,5826,2008790637,50,22-03-2023,21-04-2023,28-03-2023,30-03-2023,Ship Out
2.00877E+15,2008832984,10,07-02-2023,Y101,EJA118E,1,A,L2Q00,4510810546,FPA2300015,C2Q00000,IN,02-05-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A2HW00-BA25/KU22,YMG,5826,2008833004,10,10-04-2023,21-04-2023,17-04-2023,17-04-2023,DIL
2.00877E+15,2008832984,20,07-02-2023,Y101,EJA118E,1,A,L2Q00,4510810546,FPA2300015,C2Q00000,IN,02-05-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A2HW00-BA25/KU22,YMG,5826,2008833004,20,10-04-2023,21-04-2023,17-04-2023,17-04-2023,DIL
2.00877E+15,2008832984,30,07-02-2023,Y101,EJA118E,1,A,L2Q00,4510810546,FPA2300015,C2Q00000,IN,02-05-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A2HW00-BA25/KU22,YMG,5826,2008833004,30,12-04-2023,21-04-2023,,,
2.00877E+15,2008832984,40,07-02-2023,Y101,EJA118E,1,A,L2Q00,4510810546,FPA2300015,C2Q00000,IN,02-05-2023,,,1022,EJA118E-JMSCJ-912EB-WA12A2HW00-BA25/KU22,YMG,5826,2008833004,40,13-04-2023,21-04-2023,,,
2.00877E+15,2008782155,10,12-01-2023,Y101,YTA610,2,A,L2Q00,4510748168,FBA2300007,C2Q00000,IN,18-05-2023,,,1009,YTA610-JA1A2DB/SU2,YCS,5F12,2008782308,10,,10-05-2023,,,
2.00877E+15,2008779153,10,11-01-2023,Y101,AXG150,1,A,L2Q00,4510744258,FLA2300002,C2Q00000,IN,08-06-2023,,,1009,AXG150-GG000BA1AH212B-NNNNN/GRH,YCS,5F12,2008779196,10,,31-05-2023,,,
2.00877E+15,2008779153,20,11-01-2023,Y101,AXG4A,1,A,L2Q00,4510744258,FLA2300002,C2Q00000,IN,08-06-2023,,,1009,AXG4A-G000121JA11,YCS,5F12,2008779196,20,,31-05-2023,,,
2.00877E+15,2008779153,30,11-01-2023,Y101,AX01C,1,,L2Q00,4510744258,FLA2300002,C2Q00000,IN,08-06-2023,,,1009,AX01C-C015,YCS,5F12,2008779196,30,,31-05-2023,,,
2.00877E+15,2008784922,10,13-01-2023,Y101,DO30G,1,A,L2Q00,4510751833,FDA2300004,C2Q00000,IN,13-02-2023,08-02-2023,,1022,DO30G-NN-50-10-PN,YMG,5831,2008784953,10,17-01-2023,03-02-2023,31-01-2023,01-02-2023,Ship Out
2.00877E+15,2008779152,10,11-01-2023,Y101,FLXA402,1,A,L2Q00,4510744259,FVA2300003,C2Q00000,IN,30-07-2023,,,1009,FLXA402-A-B-AB-P1-NN-A2-NR-N-N-N-NN/UM,YAS,3U12,2008779167,10,,20-07-2023,,,
2.00877E+15,2008779154,10,11-01-2023,Y101,EJA118E,1,A,L2Q00,4510744310,FCA2300003,C2Q00000,IN,31-03-2023,15-03-2023,,1022,EJA118E-JMSCJ-912EB-WA13B2HW00-AA25,YMG,5826,2008779193,10,27-02-2023,23-03-2023,03-03-2023,08-03-2023,Ship Out
2.00877E+15,2008774218,10,09-01-2023,Y101,YS1700,1,A,L2Q00,4510737474,FBA2300009,C2Q00000,IN,02-05-2023,,,1009,YS1700-201,YMFK,5412,2008774290,10,04-04-2023,24-04-2023,07-04-2023,,Available
2.00877E+15,2008779500,10,11-01-2023,Y101,YTA70,1,,L2Q00,4510744567,FKA23M0004,C2Q00000,IN,26-03-2023,10-04-2023,,1009,YTA70-J/KS2,YCS,5F12,2008779550,10,27-03-2023,16-03-2023,04-04-2023,10-04-2023,Ship Out
2.00877E+15,2008782157,10,12-01-2023,Y101,EJA118E,1,A,L2Q00,4510748169,FLA2300003,C2Q00000,IN,27-03-2023,17-03-2023,,1022,EJA118E-JMSCJ-912EB-WA13A1SW00-AA25,YMG,5826,2008782295,10,03-03-2023,24-03-2023,09-03-2023,14-03-2023,Ship Out
2.00877E+15,2008782157,20,12-01-2023,Y101,EJA118E,1,A,L2Q00,4510748169,FLA2300003,C2Q00000,IN,03-04-2023,15-03-2023,,1022,EJA118E-JMSCJ-912EB-EA14A1SE02-AB25,YMG,5826,2008782295,20,22-02-2023,24-03-2023,02-03-2023,08-03-2023,Ship Out
2.00877E+15,2008782156,10,12-01-2023,Y101,GP10,1,A,L2Q00,4510748180,FCA2300004,C2Q00000,IN,03-07-2023,,,1009,GP10-1E1F/MC/UH/US10/E2,YCS,5F12,2008782275,10,,21-06-2023,,,
